,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
2873,the spring,22,2,the,48376,0.000454771,spring
2874,the things,22,2,the,48376,0.000454771,things
2875,the victim,22,2,the,48376,0.000454771,victim
2876,the vikings,22,2,the,48376,0.000454771,vikings
2877,the word,22,2,the,48376,0.000454771,word
7943,to argue,10,2,to,21993,0.00045469,argue
7944,to attack,10,2,to,21993,0.00045469,attack
7945,to attract,10,2,to,21993,0.00045469,attract
7946,to back,10,2,to,21993,0.00045469,back
7947,to benefit,10,2,to,21993,0.00045469,benefit
7948,to collect,10,2,to,21993,0.00045469,collect
7949,to college,10,2,to,21993,0.00045469,college
7950,to connect,10,2,to,21993,0.00045469,connect
7951,to fall,10,2,to,21993,0.00045469,fall
7952,to gather,10,2,to,21993,0.00045469,gather
7953,to issue,10,2,to,21993,0.00045469,issue
7954,to lay,10,2,to,21993,0.00045469,lay
7955,to life,10,2,to,21993,0.00045469,life
7956,to light,10,2,to,21993,0.00045469,light
7957,to listen,10,2,to,21993,0.00045469,listen
7958,to locate,10,2,to,21993,0.00045469,locate
7959,to navigate,10,2,to,21993,0.00045469,navigate
7960,to order,10,2,to,21993,0.00045469,order
7961,to per,10,2,to,21993,0.00045469,per
7962,to portland,10,2,to,21993,0.00045469,portland
7963,to present,10,2,to,21993,0.00045469,present
7964,to public,10,2,to,21993,0.00045469,public
7965,to remember,10,2,to,21993,0.00045469,remember
7966,to rent,10,2,to,21993,0.00045469,rent
7967,to restore,10,2,to,21993,0.00045469,restore
7968,to roll,10,2,to,21993,0.00045469,roll
7969,to san,10,2,to,21993,0.00045469,san
7970,to sleep,10,2,to,21993,0.00045469,sleep
7971,to testify,10,2,to,21993,0.00045469,testify
7972,to transform,10,2,to,21993,0.00045469,transform
7973,to travel,10,2,to,21993,0.00045469,travel
7974,to wear,10,2,to,21993,0.00045469,wear
7975,to when,10,2,to,21993,0.00045469,when
3036,the billion,21,2,the,48376,0.0004341,billion
3037,the cavs,21,2,the,48376,0.0004341,cavs
3038,the change,21,2,the,48376,0.0004341,change
3039,the charges,21,2,the,48376,0.0004341,charges
3040,the crash,21,2,the,48376,0.0004341,crash
3041,the debt,21,2,the,48376,0.0004341,debt
3042,the division,21,2,the,48376,0.0004341,division
3043,the drug,21,2,the,48376,0.0004341,drug
3044,the general,21,2,the,48376,0.0004341,general
3045,the grand,21,2,the,48376,0.0004341,grand
3046,the guys,21,2,the,48376,0.0004341,guys
3047,the heart,21,2,the,48376,0.0004341,heart
3048,the primary,21,2,the,48376,0.0004341,primary
3049,the southern,21,2,the,48376,0.0004341,southern
3050,the space,21,2,the,48376,0.0004341,space
3051,the staff,21,2,the,48376,0.0004341,staff
3052,the star,21,2,the,48376,0.0004341,star
3053,the starting,21,2,the,48376,0.0004341,starting
3054,the supreme,21,2,the,48376,0.0004341,supreme
3055,the thing,21,2,the,48376,0.0004341,thing
3056,the war,21,2,the,48376,0.0004341,war
3057,the wrong,21,2,the,48376,0.0004341,wrong
10069,of bad,8,2,of,18794,0.000425668,bad
10070,of books,8,2,of,18794,0.000425668,books
10071,of credit,8,2,of,18794,0.000425668,credit
10072,of criminal,8,2,of,18794,0.000425668,criminal
10073,of energy,8,2,of,18794,0.000425668,energy
10074,of environmental,8,2,of,18794,0.000425668,environmental
10075,of europe,8,2,of,18794,0.000425668,europe
10076,of experience,8,2,of,18794,0.000425668,experience
10077,of feet,8,2,of,18794,0.000425668,feet
10078,of football,8,2,of,18794,0.000425668,football
10079,of for,8,2,of,18794,0.000425668,for
10080,of future,8,2,of,18794,0.000425668,future
10081,of god,8,2,of,18794,0.000425668,god
10082,of good,8,2,of,18794,0.000425668,good
10083,of honor,8,2,of,18794,0.000425668,honor
10084,of jobs,8,2,of,18794,0.000425668,jobs
10085,of john,8,2,of,18794,0.000425668,john
10086,of losing,8,2,of,18794,0.000425668,losing
10087,of millions,8,2,of,18794,0.000425668,millions
10088,of old,8,2,of,18794,0.000425668,old
10089,of personal,8,2,of,18794,0.000425668,personal
10090,of points,8,2,of,18794,0.000425668,points
10091,of selling,8,2,of,18794,0.000425668,selling
10092,of small,8,2,of,18794,0.000425668,small
10093,of sorts,8,2,of,18794,0.000425668,sorts
10094,of space,8,2,of,18794,0.000425668,space
10095,of special,8,2,of,18794,0.000425668,special
10096,of technology,8,2,of,18794,0.000425668,technology
10097,of texas,8,2,of,18794,0.000425668,texas
10098,of tim,8,2,of,18794,0.000425668,tim
10099,of west,8,2,of,18794,0.000425668,west
10100,of where,8,2,of,18794,0.000425668,where
10101,of winning,8,2,of,18794,0.000425668,winning
8072,a baby,9,2,a,21766,0.000413489,baby
8073,a bachelors,9,2,a,21766,0.000413489,bachelors
8074,a bond,9,2,a,21766,0.000413489,bond
8075,a box,9,2,a,21766,0.000413489,box
8076,a broken,9,2,a,21766,0.000413489,broken
8077,a club,9,2,a,21766,0.000413489,club
8078,a cold,9,2,a,21766,0.000413489,cold
8079,a competitive,9,2,a,21766,0.000413489,competitive
8080,a controversial,9,2,a,21766,0.000413489,controversial
8081,a conversation,9,2,a,21766,0.000413489,conversation
8082,a course,9,2,a,21766,0.000413489,course
8083,a customer,9,2,a,21766,0.000413489,customer
8084,a death,9,2,a,21766,0.000413489,death
8085,a dog,9,2,a,21766,0.000413489,dog
8086,a dollar,9,2,a,21766,0.000413489,dollar
8087,a fast,9,2,a,21766,0.000413489,fast
8088,a field,9,2,a,21766,0.000413489,field
8089,a film,9,2,a,21766,0.000413489,film
8090,a formal,9,2,a,21766,0.000413489,formal
8091,a freshman,9,2,a,21766,0.000413489,freshman
8092,a future,9,2,a,21766,0.000413489,future
8093,a generation,9,2,a,21766,0.000413489,generation
8094,a giants,9,2,a,21766,0.000413489,giants
8095,a golf,9,2,a,21766,0.000413489,golf
8096,a heart,9,2,a,21766,0.000413489,heart
8097,a hero,9,2,a,21766,0.000413489,hero
8098,a human,9,2,a,21766,0.000413489,human
8099,a level,9,2,a,21766,0.000413489,level
8100,a lower,9,2,a,21766,0.000413489,lower
8101,a memo,9,2,a,21766,0.000413489,memo
8102,a musical,9,2,a,21766,0.000413489,musical
8103,a novel,9,2,a,21766,0.000413489,novel
8104,a nuclear,9,2,a,21766,0.000413489,nuclear
8105,a partner,9,2,a,21766,0.000413489,partner
8106,a patient,9,2,a,21766,0.000413489,patient
8107,a persons,9,2,a,21766,0.000413489,persons
8108,a plate,9,2,a,21766,0.000413489,plate
8109,a pound,9,2,a,21766,0.000413489,pound
8110,a pro,9,2,a,21766,0.000413489,pro
8111,a property,9,2,a,21766,0.000413489,property
8112,a range,9,2,a,21766,0.000413489,range
8113,a regional,9,2,a,21766,0.000413489,regional
8114,a relative,9,2,a,21766,0.000413489,relative
8115,a reporter,9,2,a,21766,0.000413489,reporter
8116,a review,9,2,a,21766,0.000413489,review
8117,a road,9,2,a,21766,0.000413489,road
8118,a san,9,2,a,21766,0.000413489,san
8119,a search,9,2,a,21766,0.000413489,search
8120,a share,9,2,a,21766,0.000413489,share
8121,a situation,9,2,a,21766,0.000413489,situation
8122,a smaller,9,2,a,21766,0.000413489,smaller
8123,a social,9,2,a,21766,0.000413489,social
8124,a solution,9,2,a,21766,0.000413489,solution
8125,a store,9,2,a,21766,0.000413489,store
8126,a terrific,9,2,a,21766,0.000413489,terrific
8127,a th,9,2,a,21766,0.000413489,th
8128,a threerun,9,2,a,21766,0.000413489,threerun
8129,a ticket,9,2,a,21766,0.000413489,ticket
8130,a tight,9,2,a,21766,0.000413489,tight
8131,a triple,9,2,a,21766,0.000413489,triple
8132,a tv,9,2,a,21766,0.000413489,tv
8133,a twoyear,9,2,a,21766,0.000413489,twoyear
8134,a typical,9,2,a,21766,0.000413489,typical
8135,a welcome,9,2,a,21766,0.000413489,welcome
3232,the areas,20,2,the,48376,0.000413428,areas
3233,the clock,20,2,the,48376,0.000413428,clock
3234,the club,20,2,the,48376,0.000413428,club
3235,the corner,20,2,the,48376,0.000413428,corner
3236,the countri,20,2,the,48376,0.000413428,countri
3237,the free,20,2,the,48376,0.000413428,free
3238,the help,20,2,the,48376,0.000413428,help
3239,the ice,20,2,the,48376,0.000413428,ice
3240,the information,20,2,the,48376,0.000413428,information
3241,the lack,20,2,the,48376,0.000413428,lack
3242,the legislation,20,2,the,48376,0.000413428,legislation
3243,the ones,20,2,the,48376,0.000413428,ones
3244,the remaining,20,2,the,48376,0.000413428,remaining
3245,the rock,20,2,the,48376,0.000413428,rock
3246,the town,20,2,the,48376,0.000413428,town
3247,the trail,20,2,the,48376,0.000413428,trail
3248,the western,20,2,the,48376,0.000413428,western
8176,and added,9,2,and,21872,0.000411485,added
8177,and am,9,2,and,21872,0.000411485,am
8178,and anthony,9,2,and,21872,0.000411485,anthony
8179,and back,9,2,and,21872,0.000411485,back
8180,and bad,9,2,and,21872,0.000411485,bad
8181,and become,9,2,and,21872,0.000411485,become
8182,and benefits,9,2,and,21872,0.000411485,benefits
8183,and bring,9,2,and,21872,0.000411485,bring
8184,and brought,9,2,and,21872,0.000411485,brought
8185,and charged,9,2,and,21872,0.000411485,charged
8186,and chicago,9,2,and,21872,0.000411485,chicago
8187,and chris,9,2,and,21872,0.000411485,chris
8188,and cleveland,9,2,and,21872,0.000411485,cleveland
8189,and early,9,2,and,21872,0.000411485,early
8190,and eight,9,2,and,21872,0.000411485,eight
8191,and home,9,2,and,21872,0.000411485,home
8192,and hope,9,2,and,21872,0.000411485,hope
8193,and increased,9,2,and,21872,0.000411485,increased
8194,and james,9,2,and,21872,0.000411485,james
8195,and longtime,9,2,and,21872,0.000411485,longtime
8196,and lost,9,2,and,21872,0.000411485,lost
8197,and makes,9,2,and,21872,0.000411485,makes
8198,and move,9,2,and,21872,0.000411485,move
8199,and must,9,2,and,21872,0.000411485,must
8200,and never,9,2,and,21872,0.000411485,never
8201,and paul,9,2,and,21872,0.000411485,paul
8202,and physical,9,2,and,21872,0.000411485,physical
8203,and possibly,9,2,and,21872,0.000411485,possibly
8204,and pounds,9,2,and,21872,0.000411485,pounds
8205,and president,9,2,and,21872,0.000411485,president
8206,and probably,9,2,and,21872,0.000411485,probably
8207,and red,9,2,and,21872,0.000411485,red
8208,and right,9,2,and,21872,0.000411485,right
8209,and roll,9,2,and,21872,0.000411485,roll
8210,and saw,9,2,and,21872,0.000411485,saw
8211,and senate,9,2,and,21872,0.000411485,senate
8212,and senior,9,2,and,21872,0.000411485,senior
8213,and served,9,2,and,21872,0.000411485,served
8214,and shot,9,2,and,21872,0.000411485,shot
8215,and special,9,2,and,21872,0.000411485,special
8216,and struck,9,2,and,21872,0.000411485,struck
8217,and sweet,9,2,and,21872,0.000411485,sweet
8218,and through,9,2,and,21872,0.000411485,through
8219,and throw,9,2,and,21872,0.000411485,throw
8220,and top,9,2,and,21872,0.000411485,top
8221,and tried,9,2,and,21872,0.000411485,tried
8222,and very,9,2,and,21872,0.000411485,very
8223,and vice,9,2,and,21872,0.000411485,vice
8224,and watch,9,2,and,21872,0.000411485,watch
8225,and water,9,2,and,21872,0.000411485,water
8226,and west,9,2,and,21872,0.000411485,west
8227,and whether,9,2,and,21872,0.000411485,whether
8228,and young,9,2,and,21872,0.000411485,young
8229,and younger,9,2,and,21872,0.000411485,younger
9141,to achieve,9,2,to,21993,0.000409221,achieve
9142,to admit,9,2,to,21993,0.000409221,admit
9143,to charge,9,2,to,21993,0.000409221,charge
9144,to correct,9,2,to,21993,0.000409221,correct
9145,to describe,9,2,to,21993,0.000409221,describe
9146,to eight,9,2,to,21993,0.000409221,eight
9147,to encourage,9,2,to,21993,0.000409221,encourage
9148,to federal,9,2,to,21993,0.000409221,federal
9149,to force,9,2,to,21993,0.000409221,force
9150,to getting,9,2,to,21993,0.000409221,getting
9151,to invest,9,2,to,21993,0.000409221,invest
9152,to last,9,2,to,21993,0.000409221,last
9153,to mind,9,2,to,21993,0.000409221,mind
9154,to noon,9,2,to,21993,0.000409221,noon
9155,to playing,9,2,to,21993,0.000409221,playing
9156,to practice,9,2,to,21993,0.000409221,practice
9157,to promote,9,2,to,21993,0.000409221,promote
9158,to recover,9,2,to,21993,0.000409221,recover
9159,to repeal,9,2,to,21993,0.000409221,repeal
9160,to resign,9,2,to,21993,0.000409221,resign
9161,to second,9,2,to,21993,0.000409221,second
9162,to suggest,9,2,to,21993,0.000409221,suggest
9163,to treat,9,2,to,21993,0.000409221,treat
3435,the april,19,2,the,48376,0.000392757,april
3436,the black,19,2,the,48376,0.000392757,black
3437,the british,19,2,the,48376,0.000392757,british
3438,the bus,19,2,the,48376,0.000392757,bus
3439,the competition,19,2,the,48376,0.000392757,competition
3440,the fall,19,2,the,48376,0.000392757,fall
3441,the futur,19,2,the,48376,0.000392757,futur
3442,the glass,19,2,the,48376,0.000392757,glass
3443,the lake,19,2,the,48376,0.000392757,lake
3444,the lawsuit,19,2,the,48376,0.000392757,lawsuit
3445,the major,19,2,the,48376,0.000392757,major
3446,the net,19,2,the,48376,0.000392757,net
3447,the open,19,2,the,48376,0.000392757,open
3448,the owner,19,2,the,48376,0.000392757,owner
3449,the perfect,19,2,the,48376,0.000392757,perfect
3450,the private,19,2,the,48376,0.000392757,private
3451,the regions,19,2,the,48376,0.000392757,regions
3452,the sale,19,2,the,48376,0.000392757,sale
3453,the small,19,2,the,48376,0.000392757,small
3454,the social,19,2,the,48376,0.000392757,social
3455,the times,19,2,the,48376,0.000392757,times
3456,the total,19,2,the,48376,0.000392757,total
3457,the vote,19,2,the,48376,0.000392757,vote
3458,the womens,19,2,the,48376,0.000392757,womens
3670,the alleged,18,2,the,48376,0.000372085,alleged
3671,the award,18,2,the,48376,0.000372085,award
3672,the baltimore,18,2,the,48376,0.000372085,baltimore
3673,the beach,18,2,the,48376,0.000372085,beach
3674,the bills,18,2,the,48376,0.000372085,bills
3675,the boy,18,2,the,48376,0.000372085,boy
3676,the buckeyes,18,2,the,48376,0.000372085,buckeyes
3677,the construction,18,2,the,48376,0.000372085,construction
3678,the economic,18,2,the,48376,0.000372085,economic
3679,the facility,18,2,the,48376,0.000372085,facility
3680,the fbi,18,2,the,48376,0.000372085,fbi
3681,the fight,18,2,the,48376,0.000372085,fight
3682,the foundation,18,2,the,48376,0.000372085,foundation
3683,the leagues,18,2,the,48376,0.000372085,leagues
3684,the meantime,18,2,the,48376,0.000372085,meantime
3685,the meat,18,2,the,48376,0.000372085,meat
3686,the offseason,18,2,the,48376,0.000372085,offseason
3687,the pacific,18,2,the,48376,0.000372085,pacific
3688,the plate,18,2,the,48376,0.000372085,plate
3689,the population,18,2,the,48376,0.000372085,population
3690,the quarter,18,2,the,48376,0.000372085,quarter
3691,the record,18,2,the,48376,0.000372085,record
3692,the rose,18,2,the,48376,0.000372085,rose
3693,the tim,18,2,the,48376,0.000372085,tim
3694,the truth,18,2,the,48376,0.000372085,truth
3695,the ultimate,18,2,the,48376,0.000372085,ultimate
3696,the unemployment,18,2,the,48376,0.000372085,unemployment
3697,the women,18,2,the,48376,0.000372085,women
9273,a bag,8,2,a,21766,0.000367546,bag
9274,a bank,8,2,a,21766,0.000367546,bank
9275,a boil,8,2,a,21766,0.000367546,boil
9276,a bonus,8,2,a,21766,0.000367546,bonus
9277,a boy,8,2,a,21766,0.000367546,boy
9278,a brain,8,2,a,21766,0.000367546,brain
9279,a can,8,2,a,21766,0.000367546,can
9280,a cell,8,2,a,21766,0.000367546,cell
9281,a civil,8,2,a,21766,0.000367546,civil
9282,a dangerous,8,2,a,21766,0.000367546,dangerous
9283,a defensive,8,2,a,21766,0.000367546,defensive
9284,a division,8,2,a,21766,0.000367546,division
9285,a downtown,8,2,a,21766,0.000367546,downtown
9286,a dream,8,2,a,21766,0.000367546,dream
9287,a fake,8,2,a,21766,0.000367546,fake
9288,a father,8,2,a,21766,0.000367546,father
9289,a fifth,8,2,a,21766,0.000367546,fifth
9290,a fitting,8,2,a,21766,0.000367546,fitting
9291,a food,8,2,a,21766,0.000367546,food
9292,a football,8,2,a,21766,0.000367546,football
9293,a fourgame,8,2,a,21766,0.000367546,fourgame
9294,a fouryear,8,2,a,21766,0.000367546,fouryear
9295,a franchise,8,2,a,21766,0.000367546,franchise
9296,a gallon,8,2,a,21766,0.000367546,gallon
9297,a generous,8,2,a,21766,0.000367546,generous
9298,a glass,8,2,a,21766,0.000367546,glass
9299,a greater,8,2,a,21766,0.000367546,greater
9300,a halfdozen,8,2,a,21766,0.000367546,halfdozen
9301,a highly,8,2,a,21766,0.000367546,highly
9302,a hole,8,2,a,21766,0.000367546,hole
9303,a jury,8,2,a,21766,0.000367546,jury
9304,a la,8,2,a,21766,0.000367546,la
9305,a leading,8,2,a,21766,0.000367546,leading
9306,a league,8,2,a,21766,0.000367546,league
9307,a line,8,2,a,21766,0.000367546,line
9308,a mix,8,2,a,21766,0.000367546,mix
9309,a normal,8,2,a,21766,0.000367546,normal
9310,a pilot,8,2,a,21766,0.000367546,pilot
9311,a pitch,8,2,a,21766,0.000367546,pitch
9312,a plea,8,2,a,21766,0.000367546,plea
9313,a poor,8,2,a,21766,0.000367546,poor
9314,a population,8,2,a,21766,0.000367546,population
9315,a referendum,8,2,a,21766,0.000367546,referendum
9316,a relationship,8,2,a,21766,0.000367546,relationship
9317,a repeat,8,2,a,21766,0.000367546,repeat
9318,a reputation,8,2,a,21766,0.000367546,reputation
9319,a return,8,2,a,21766,0.000367546,return
9320,a rough,8,2,a,21766,0.000367546,rough
9321,a scene,8,2,a,21766,0.000367546,scene
9322,a secret,8,2,a,21766,0.000367546,secret
9323,a set,8,2,a,21766,0.000367546,set
9324,a slightly,8,2,a,21766,0.000367546,slightly
9325,a sort,8,2,a,21766,0.000367546,sort
9326,a split,8,2,a,21766,0.000367546,split
9327,a sports,8,2,a,21766,0.000367546,sports
9328,a starting,8,2,a,21766,0.000367546,starting
9329,a steady,8,2,a,21766,0.000367546,steady
9330,a string,8,2,a,21766,0.000367546,string
9331,a sudden,8,2,a,21766,0.000367546,sudden
9332,a summer,8,2,a,21766,0.000367546,summer
9333,a sweet,8,2,a,21766,0.000367546,sweet
9334,a teenager,8,2,a,21766,0.000367546,teenager
9335,a threeyear,8,2,a,21766,0.000367546,threeyear
9336,a trade,8,2,a,21766,0.000367546,trade
9337,a trial,8,2,a,21766,0.000367546,trial
9338,a tribute,8,2,a,21766,0.000367546,tribute
9339,a union,8,2,a,21766,0.000367546,union
9340,a unique,8,2,a,21766,0.000367546,unique
9341,a violent,8,2,a,21766,0.000367546,violent
9342,a vital,8,2,a,21766,0.000367546,vital
9343,a volunteer,8,2,a,21766,0.000367546,volunteer
9344,a waiting,8,2,a,21766,0.000367546,waiting
9345,a word,8,2,a,21766,0.000367546,word
9395,and afghanistan,8,2,and,21872,0.000365764,afghanistan
9396,and american,8,2,and,21872,0.000365764,american
9397,and ask,8,2,and,21872,0.000365764,ask
9398,and blue,8,2,and,21872,0.000365764,blue
9399,and came,8,2,and,21872,0.000365764,came
9400,and caught,8,2,and,21872,0.000365764,caught
9401,and ceo,8,2,and,21872,0.000365764,ceo
9402,and culture,8,2,and,21872,0.000365764,culture
9403,and develop,8,2,and,21872,0.000365764,develop
9404,and directed,8,2,and,21872,0.000365764,directed
9405,and drove,8,2,and,21872,0.000365764,drove
9406,and east,8,2,and,21872,0.000365764,east
9407,and field,8,2,and,21872,0.000365764,field
9408,and finished,8,2,and,21872,0.000365764,finished
9409,and firefighters,8,2,and,21872,0.000365764,firefighters
9410,and forth,8,2,and,21872,0.000365764,forth
9411,and free,8,2,and,21872,0.000365764,free
9412,and fresh,8,2,and,21872,0.000365764,fresh
9413,and girls,8,2,and,21872,0.000365764,girls
9414,and helped,8,2,and,21872,0.000365764,helped
9415,and hopefully,8,2,and,21872,0.000365764,hopefully
9416,and ill,8,2,and,21872,0.000365764,ill
9417,and john,8,2,and,21872,0.000365764,john
9418,and killed,8,2,and,21872,0.000365764,killed
9419,and like,8,2,and,21872,0.000365764,like
9420,and live,8,2,and,21872,0.000365764,live
9421,and looked,8,2,and,21872,0.000365764,looked
9422,and middle,8,2,and,21872,0.000365764,middle
9423,and nine,8,2,and,21872,0.000365764,nine
9424,and older,8,2,and,21872,0.000365764,older
9425,and once,8,2,and,21872,0.000365764,once
9426,and private,8,2,and,21872,0.000365764,private
9427,and provide,8,2,and,21872,0.000365764,provide
9428,and recreation,8,2,and,21872,0.000365764,recreation
9429,and safety,8,2,and,21872,0.000365764,safety
9430,and second,8,2,and,21872,0.000365764,second
9431,and service,8,2,and,21872,0.000365764,service
9432,and services,8,2,and,21872,0.000365764,services
9433,and shooting,8,2,and,21872,0.000365764,shooting
9434,and spent,8,2,and,21872,0.000365764,spent
9435,and staff,8,2,and,21872,0.000365764,staff
9436,and stayed,8,2,and,21872,0.000365764,stayed
9437,and steve,8,2,and,21872,0.000365764,steve
9438,and taking,8,2,and,21872,0.000365764,taking
9439,and tax,8,2,and,21872,0.000365764,tax
9440,and teachers,8,2,and,21872,0.000365764,teachers
9441,and thus,8,2,and,21872,0.000365764,thus
9442,and tom,8,2,and,21872,0.000365764,tom
9443,and video,8,2,and,21872,0.000365764,video
9444,and violence,8,2,and,21872,0.000365764,violence
9445,and walked,8,2,and,21872,0.000365764,walked
9446,and win,8,2,and,21872,0.000365764,win
9447,and working,8,2,and,21872,0.000365764,working
10626,to afford,8,2,to,21993,0.000363752,afford
10627,to arrive,8,2,to,21993,0.000363752,arrive
10628,to assist,8,2,to,21993,0.000363752,assist
10629,to being,8,2,to,21993,0.000363752,being
10630,to boost,8,2,to,21993,0.000363752,boost
10631,to but,8,2,to,21993,0.000363752,but
10632,to care,8,2,to,21993,0.000363752,care
10633,to cause,8,2,to,21993,0.000363752,cause
10634,to cleveland,8,2,to,21993,0.000363752,cleveland
10635,to crack,8,2,to,21993,0.000363752,crack
10636,to date,8,2,to,21993,0.000363752,date
10637,to day,8,2,to,21993,0.000363752,day
10638,to ease,8,2,to,21993,0.000363752,ease
10639,to emerge,8,2,to,21993,0.000363752,emerge
10640,to fully,8,2,to,21993,0.000363752,fully
10641,to further,8,2,to,21993,0.000363752,further
10642,to h,8,2,to,21993,0.000363752,h
10643,to higher,8,2,to,21993,0.000363752,higher
10644,to limit,8,2,to,21993,0.000363752,limit
10645,to monitor,8,2,to,21993,0.000363752,monitor
10646,to others,8,2,to,21993,0.000363752,others
10647,to predict,8,2,to,21993,0.000363752,predict
10648,to realize,8,2,to,21993,0.000363752,realize
10649,to recognize,8,2,to,21993,0.000363752,recognize
10650,to register,8,2,to,21993,0.000363752,register
10651,to repair,8,2,to,21993,0.000363752,repair
10652,to reveal,8,2,to,21993,0.000363752,reveal
10653,to ride,8,2,to,21993,0.000363752,ride
10654,to rise,8,2,to,21993,0.000363752,rise
10655,to schedule,8,2,to,21993,0.000363752,schedule
10656,to shore,8,2,to,21993,0.000363752,shore
10657,to slow,8,2,to,21993,0.000363752,slow
10658,to stick,8,2,to,21993,0.000363752,stick
10659,to succeed,8,2,to,21993,0.000363752,succeed
10660,to taste,8,2,to,21993,0.000363752,taste
10661,to trial,8,2,to,21993,0.000363752,trial
3956,the accident,17,2,the,48376,0.000351414,accident
3957,the administration,17,2,the,48376,0.000351414,administration
3958,the airport,17,2,the,48376,0.000351414,airport
3959,the arizona,17,2,the,48376,0.000351414,arizona
3960,the atlantic,17,2,the,48376,0.000351414,atlantic
3961,the bench,17,2,the,48376,0.000351414,bench
3962,the books,17,2,the,48376,0.000351414,books
3963,the c,17,2,the,48376,0.000351414,c
3964,the coach,17,2,the,48376,0.000351414,coach
3965,the concept,17,2,the,48376,0.000351414,concept
3966,the director,17,2,the,48376,0.000351414,director
3967,the districts,17,2,the,48376,0.000351414,districts
3968,the euro,17,2,the,48376,0.000351414,euro
3969,the evening,17,2,the,48376,0.000351414,evening
3970,the focus,17,2,the,48376,0.000351414,focus
3971,the football,17,2,the,48376,0.000351414,football
3972,the golden,17,2,the,48376,0.000351414,golden
3973,the hall,17,2,the,48376,0.000351414,hall
3974,the hawks,17,2,the,48376,0.000351414,hawks
3975,the irs,17,2,the,48376,0.000351414,irs
3976,the library,17,2,the,48376,0.000351414,library
3977,the low,17,2,the,48376,0.000351414,low
3978,the lower,17,2,the,48376,0.000351414,lower
3979,the march,17,2,the,48376,0.000351414,march
3980,the nonprofit,17,2,the,48376,0.000351414,nonprofit
3981,the offensive,17,2,the,48376,0.000351414,offensive
3982,the opposite,17,2,the,48376,0.000351414,opposite
3983,the parents,17,2,the,48376,0.000351414,parents
3984,the press,17,2,the,48376,0.000351414,press
3985,the quality,17,2,the,48376,0.000351414,quality
3986,the rules,17,2,the,48376,0.000351414,rules
3987,the safety,17,2,the,48376,0.000351414,safety
3988,the special,17,2,the,48376,0.000351414,special
3989,the suit,17,2,the,48376,0.000351414,suit
3990,the titanic,17,2,the,48376,0.000351414,titanic
3991,the value,17,2,the,48376,0.000351414,value
3992,the wine,17,2,the,48376,0.000351414,wine
3993,the yankees,17,2,the,48376,0.000351414,yankees
4273,the attorney,16,2,the,48376,0.000330743,attorney
4274,the bears,16,2,the,48376,0.000330743,bears
4275,the beavers,16,2,the,48376,0.000330743,beavers
4276,the chance,16,2,the,48376,0.000330743,chance
4277,the companies,16,2,the,48376,0.000330743,companies
4278,the disease,16,2,the,48376,0.000330743,disease
4279,the few,16,2,the,48376,0.000330743,few
4280,the firm,16,2,the,48376,0.000330743,firm
4281,the garden,16,2,the,48376,0.000330743,garden
4282,the least,16,2,the,48376,0.000330743,least
4283,the lions,16,2,the,48376,0.000330743,lions
4284,the matter,16,2,the,48376,0.000330743,matter
4285,the medical,16,2,the,48376,0.000330743,medical
4286,the newspaper,16,2,the,48376,0.000330743,newspaper
4287,the officer,16,2,the,48376,0.000330743,officer
4288,the officers,16,2,the,48376,0.000330743,officers
4289,the song,16,2,the,48376,0.000330743,song
4290,the spartans,16,2,the,48376,0.000330743,spartans
4291,the upcoming,16,2,the,48376,0.000330743,upcoming
4292,the winning,16,2,the,48376,0.000330743,winning
4293,the words,16,2,the,48376,0.000330743,words
4580,the age,15,2,the,48376,0.000310071,age
4581,the allegations,15,2,the,48376,0.000310071,allegations
4582,the background,15,2,the,48376,0.000310071,background
4583,the blue,15,2,the,48376,0.000310071,blue
4584,the boards,15,2,the,48376,0.000310071,boards
4585,the capital,15,2,the,48376,0.000310071,capital
4586,the chinese,15,2,the,48376,0.000310071,chinese
4587,the clippers,15,2,the,48376,0.000310071,clippers
4588,the dark,15,2,the,48376,0.000310071,dark
4589,the festival,15,2,the,48376,0.000310071,festival
4590,the florida,15,2,the,48376,0.000310071,florida
4591,the flyers,15,2,the,48376,0.000310071,flyers
4592,the governments,15,2,the,48376,0.000310071,governments
4593,the highway,15,2,the,48376,0.000310071,highway
4594,the importance,15,2,the,48376,0.000310071,importance
4595,the jury,15,2,the,48376,0.000310071,jury
4596,the killing,15,2,the,48376,0.000310071,killing
4597,the large,15,2,the,48376,0.000310071,large
4598,the leader,15,2,the,48376,0.000310071,leader
4599,the magic,15,2,the,48376,0.000310071,magic
4600,the november,15,2,the,48376,0.000310071,november
4601,the outcome,15,2,the,48376,0.000310071,outcome
4602,the oven,15,2,the,48376,0.000310071,oven
4603,the pac,15,2,the,48376,0.000310071,pac
4604,the panel,15,2,the,48376,0.000310071,panel
4605,the post,15,2,the,48376,0.000310071,post
4606,the postseason,15,2,the,48376,0.000310071,postseason
4607,the presidential,15,2,the,48376,0.000310071,presidential
4608,the rate,15,2,the,48376,0.000310071,rate
4609,the shop,15,2,the,48376,0.000310071,shop
4610,the suspect,15,2,the,48376,0.000310071,suspect
4611,the tournament,15,2,the,48376,0.000310071,tournament
4612,the victory,15,2,the,48376,0.000310071,victory
4613,the video,15,2,the,48376,0.000310071,video
4614,the voters,15,2,the,48376,0.000310071,voters
