,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
4137,stay tuned for,12,3,stay tuned,31,0.387096774,for
501,talking about,37,2,talking,96,0.385416667,about
3968,great to see,15,3,great to,39,0.384615385,see
4226,be at the,10,3,be at,26,0.384615385,the
5316,a chance to win,5,4,a chance to,13,0.384615385,win
5331,going to have to,5,4,going to have,13,0.384615385,to
5332,good luck to all,5,4,good luck to,13,0.384615385,all
5367,keep up the great,5,4,keep up the,13,0.384615385,great
5390,to everyone who came,5,4,to everyone who,13,0.384615385,came
5398,why is it that,5,4,why is it,13,0.384615385,that
4038,a couple of,13,3,a couple,34,0.382352941,of
4053,has to be,13,3,has to,34,0.382352941,be
4096,why is it,13,3,why is,34,0.382352941,it
4482,is about to,8,3,is about,21,0.380952381,to
4499,moment when you,8,3,moment when,21,0.380952381,you
198,ready for,73,2,ready,193,0.378238342,for
199,ready to,73,2,ready,193,0.378238342,to
1052,moment when,21,2,moment,56,0.375,when
2938,changing the,9,2,changing,24,0.375,the
4315,around the corner,9,3,around the,24,0.375,corner
4809,a pic of,6,3,a pic,16,0.375,of
4811,a really good,6,3,a really,16,0.375,good
4849,catch up on,6,3,catch up,16,0.375,on
4860,dont miss the,6,3,dont miss,16,0.375,the
5016,need more followers,6,3,need more,16,0.375,followers
5037,send you a,6,3,send you,16,0.375,a
5041,so so so,6,3,so so,16,0.375,so
5114,wait till i,6,3,wait till,16,0.375,i
5294,im not sure if,6,4,im not sure,16,0.375,if
5295,in the first place,6,4,in the first,16,0.375,place
1937,episode of,13,2,episode,35,0.371428571,of
2730,notice me,10,2,notice,27,0.37037037,me
4274,supposed to be,10,3,supposed to,27,0.37037037,be
1451,tried to,17,2,tried,46,0.369565217,to
3924,make sure you,17,3,make sure,46,0.369565217,you
52,right now,175,2,right,474,0.369198312,now
4596,everyone who came,7,3,everyone who,19,0.368421053,came
4728,start the day,7,3,start the,19,0.368421053,day
2498,stuck in,11,2,stuck,30,0.366666667,in
1482,catch up,16,2,catch,44,0.363636364,up
4143,us know if,12,3,us know,33,0.363636364,if
4475,im ready to,8,3,im ready,22,0.363636364,to
4543,was on the,8,3,was on,22,0.363636364,the
342,try to,49,2,try,135,0.362962963,to
1078,wonder if,21,2,wonder,58,0.362068966,if
4082,shout out to,13,3,shout out,36,0.361111111,to
4321,chance to win,9,3,chance to,25,0.36,win
4350,i wont be,9,3,i wont,25,0.36,be
5181,i wish i could,14,4,i wish i,39,0.358974359,could
3795,so i can,43,3,so i,120,0.358333333,can
3980,sounds like a,15,3,sounds like,42,0.357142857,a
4284,there was a,10,3,there was,28,0.357142857,a
5216,thanks so much for,10,4,thanks so much,28,0.357142857,for
5362,is one of the,5,4,is one of,14,0.357142857,the
5386,this is the most,5,4,this is the,14,0.357142857,most
125,looking forward,96,2,looking,270,0.355555556,forward
3814,i miss you,35,3,i miss,99,0.353535354,you
2294,unless you,12,2,unless,34,0.352941176,you
4131,join us for,12,3,join us,34,0.352941176,for
4810,a place to,6,3,a place,17,0.352941176,to
4854,day at the,6,3,day at,17,0.352941176,the
5011,middle of the,6,3,middle of,17,0.352941176,the
5055,that they are,6,3,that they,17,0.352941176,are
5075,time with my,6,3,time with,17,0.352941176,my
5299,mothers day to my,6,4,mothers day to,17,0.352941176,my
3896,part of the,19,3,part of,54,0.351851852,the
1755,congratulations to,14,2,congratulations,40,0.35,to
4584,best of luck,7,3,best of,20,0.35,luck
4588,but they dont,7,3,but they,20,0.35,dont
4765,to think about,7,3,to think,20,0.35,about
960,each other,22,2,each,63,0.349206349,other
821,during the,25,2,during,72,0.347222222,the
2596,bay area,10,2,bay,29,0.344827586,area
2718,meant to,10,2,meant,29,0.344827586,to
2392,goin to,11,2,goin,32,0.34375,to
4078,oh my god,13,3,oh my,38,0.342105263,god
47,cant wait,185,2,cant,544,0.340073529,wait
328,must be,51,2,must,150,0.34,be
1372,happened to,17,2,happened,50,0.34,to
1401,jobs jobs,17,2,jobs,50,0.34,jobs
1234,seems like,19,2,seems,56,0.339285714,like
1100,dm me,20,2,dm,59,0.338983051,me
138,looking for,91,2,looking,270,0.337037037,for
260,wish i,62,2,wish,185,0.335135135,i
666,text me,30,2,text,90,0.333333333,me
1363,fact that,17,2,fact,51,0.333333333,that
2288,tuned for,12,2,tuned,36,0.333333333,for
4107,congrats on the,12,3,congrats on,36,0.333333333,the
4146,why do i,12,3,why do,36,0.333333333,i
5206,what are you doing,11,4,what are you,33,0.333333333,doing
4705,might have to,7,3,might have,21,0.333333333,to
4731,take the time,7,3,take the,21,0.333333333,time
4815,all our new,6,3,all our,18,0.333333333,new
4820,and go to,6,3,and go,18,0.333333333,to
5064,the link to,6,3,the link,18,0.333333333,to
5315,you going to the,6,4,you going to,18,0.333333333,the
5358,in a few weeks,5,4,in a few,15,0.333333333,weeks
5396,we had a great,5,4,we had a,15,0.333333333,great
621,enough to,31,2,enough,94,0.329787234,to
1256,worth it,19,2,worth,58,0.327586207,it
1364,feels like,17,2,feels,52,0.326923077,like
3996,excited to see,14,3,excited to,43,0.325581395,see
4065,just saw a,13,3,just saw,40,0.325,a
4097,will have to,13,3,will have,40,0.325,to
2457,march th,11,2,march,34,0.323529412,th
67,had a,152,2,had,472,0.322033898,a
521,theres a,36,2,theres,112,0.321428571,a
2990,hasnt been,9,2,hasnt,28,0.321428571,been
5232,i dont have a,8,4,i dont have,25,0.32,a
4612,for them to,7,3,for them,22,0.318181818,to
4632,how was your,7,3,how was,22,0.318181818,your
4709,no i dont,7,3,no i,22,0.318181818,dont
348,having a,48,2,having,151,0.317880795,a
1097,came out,20,2,came,63,0.317460317,out
4113,getting ready for,12,3,getting ready,38,0.315789474,for
4816,all over the,6,3,all over,19,0.315789474,the
4853,couple of days,6,3,couple of,19,0.315789474,days
4887,had an awesome,6,3,had an,19,0.315789474,awesome
5035,seems like a,6,3,seems like,19,0.315789474,a
5044,sorry for your,6,3,sorry for,19,0.315789474,your
5073,thought of you,6,3,thought of,19,0.315789474,you
5094,to send you,6,3,to send,19,0.315789474,you
5113,us on facebook,6,3,us on,19,0.315789474,facebook
5120,way too many,6,3,way too,19,0.315789474,many
386,welcome to,45,2,welcome,143,0.314685315,to
5200,i miss you too,11,4,i miss you,35,0.314285714,too
3813,i had a,35,3,i had,112,0.3125,a
4247,i might be,10,3,i might,32,0.3125,be
5326,forward to seeing you,5,4,forward to seeing,16,0.3125,you
5360,in front of me,5,4,in front of,16,0.3125,me
5385,the only one that,5,4,the only one,16,0.3125,that
88,last night,122,2,last,391,0.31202046,night
3888,a long time,19,3,a long,61,0.31147541,time
1782,hoping to,14,2,hoping,45,0.311111111,to
4024,some of the,14,3,some of,45,0.311111111,the
136,wait to,92,2,wait,296,0.310810811,to
3812,you for the,36,3,you for,116,0.310344828,the
3907,dont have to,18,3,dont have,58,0.310344828,to
1577,vote for,16,2,vote,52,0.307692308,for
5193,let me know if,12,4,let me know,39,0.307692308,if
3417,hanging with,8,2,hanging,26,0.307692308,with
3578,plans for,8,2,plans,26,0.307692308,for
3590,response to,8,2,response,26,0.307692308,to
4466,i look forward,8,3,i look,26,0.307692308,forward
4500,most of the,8,3,most of,26,0.307692308,the
4526,think about it,8,3,think about,26,0.307692308,it
400,excited to,43,2,excited,140,0.307142857,to
1185,couple of,19,2,couple,62,0.306451613,of
3902,wish i was,19,3,wish i,62,0.306451613,was
672,told me,30,2,told,98,0.306122449,me
5166,going to be a,30,4,going to be,98,0.306122449,a
3983,to follow me,15,3,to follow,49,0.306122449,me
4168,good to be,11,3,good to,36,0.305555556,be
5205,to go to the,11,4,to go to,36,0.305555556,the
509,end of,36,2,end,118,0.305084746,of
5169,cant wait to see,25,4,cant wait to,82,0.304878049,see
3837,wait to see,28,3,wait to,92,0.304347826,see
4599,figure out how,7,3,figure out,23,0.304347826,how
5167,thank you for the,27,4,thank you for,89,0.303370787,the
2700,key to,10,2,key,33,0.303030303,to
4223,and have a,10,3,and have,33,0.303030303,a
4067,know if you,13,3,know if,43,0.302325581,you
4095,what the hell,13,3,what the,43,0.302325581,hell
955,bout to,22,2,bout,73,0.301369863,to
508,congrats on,36,2,congrats,120,0.3,on
4135,me know if,12,3,me know,40,0.3,if
3252,worry about,9,2,worry,30,0.3,about
4376,so to my,9,3,so to,30,0.3,my
4903,heading to the,6,3,heading to,20,0.3,the
4969,is coming to,6,3,is coming,20,0.3,to
5020,now on the,6,3,now on,20,0.3,the
5127,what did you,6,3,what did,20,0.3,you
256,tell me,62,2,tell,207,0.299516908,me
5199,i cant wait for,11,4,i cant wait,37,0.297297297,for
205,feel like,71,2,feel,240,0.295833333,like
98,way to,117,2,way,396,0.295454545,to
3866,we will be,23,3,we will,78,0.294871795,be
588,thinking about,33,2,thinking,112,0.294642857,about
4253,if we can,10,3,if we,34,0.294117647,can
5337,i dont get it,5,4,i dont get,17,0.294117647,it
754,meet you,27,2,meet,92,0.293478261,you
3931,wait for the,17,3,wait for,58,0.293103448,the
3998,have no idea,14,3,have no,48,0.291666667,idea
4569,a year old,7,3,a year,24,0.291666667,old
4630,how did you,7,3,how did,24,0.291666667,you
458,makes me,39,2,makes,134,0.291044776,me
3915,wish i could,18,3,wish i,62,0.290322581,could
4094,welcome to the,13,3,welcome to,45,0.288888889,the
5163,thanks for the follow,69,4,thanks for the,239,0.288702929,follow
19,will be,298,2,will,1043,0.285714286,be
185,let me,76,2,let,266,0.285714286,me
2755,press conference,10,2,press,35,0.285714286,conference
3673,thinks of,8,2,thinks,28,0.285714286,of
4502,no matter what,8,3,no matter,28,0.285714286,what
4984,just dont get,6,3,just dont,21,0.285714286,get
5160,you up to,6,3,you up,21,0.285714286,to
5283,i get to see,6,4,i get to,21,0.285714286,see
3791,one of the,47,3,one of,166,0.28313253,the
17,if you,308,2,if,1095,0.281278539,you
765,talking to,27,2,talking,96,0.28125,to
4413,you had a,9,3,you had,32,0.28125,a
335,working on,50,2,working,178,0.280898876,on
4782,who are you,7,3,who are,25,0.28,you
5246,i dont have to,7,4,i dont have,25,0.28,to
2617,de mayo,10,2,de,36,0.277777778,mayo
4229,congrats on your,10,3,congrats on,36,0.277777778,your
4266,might be a,10,3,might be,36,0.277777778,a
305,talk to,54,2,talk,195,0.276923077,to
517,might be,36,2,might,130,0.276923077,be
5183,cant wait for the,13,4,cant wait for,47,0.276595745,the
1060,pick up,21,2,pick,76,0.276315789,up
3937,how much i,16,3,how much,58,0.275862069,i
3945,is in the,16,3,is in,58,0.275862069,the
3473,jersey shore,8,2,jersey,29,0.275862069,shore
4427,are in the,8,3,are in,29,0.275862069,the
4515,stop by and,8,3,stop by,29,0.275862069,and
2561,weve got,11,2,weve,40,0.275,got
826,high school,25,2,high,91,0.274725275,school
1737,appreciate the,14,2,appreciate,51,0.274509804,the
797,r u,26,2,r,95,0.273684211,u
3159,telling me,9,2,telling,33,0.272727273,me
4328,glad to hear,9,3,glad to,33,0.272727273,hear
4329,glad to see,9,3,glad to,33,0.272727273,see
4369,out on the,9,3,out on,33,0.272727273,the
4408,would you like,9,3,would you,33,0.272727273,like
4864,excited about the,6,3,excited about,22,0.272727273,the
4906,how was the,6,3,how was,22,0.272727273,the
4979,it when i,6,3,it when,22,0.272727273,i
1923,become a,13,2,become,48,0.270833333,a
1944,gave me,13,2,gave,48,0.270833333,me
4689,just finished a,7,3,just finished,26,0.269230769,a
454,glad you,39,2,glad,145,0.268965517,you
4161,do the same,11,3,do the,41,0.268292683,same
4165,for following me,11,3,for following,41,0.268292683,me
4192,nice to meet,11,3,nice to,41,0.268292683,meet
1149,under the,20,2,under,75,0.266666667,the
3303,along with,8,2,along,30,0.266666667,with
3274,yr old,9,2,yr,34,0.264705882,old
4374,so excited to,9,3,so excited,34,0.264705882,to
4387,to buy a,9,3,to buy,34,0.264705882,a
4304,we love you,10,3,we love,38,0.263157895,you
5389,to be in the,5,4,to be in,19,0.263157895,the
3775,i love you,109,3,i love,415,0.262650602,you
4195,not sure if,11,3,not sure,42,0.261904762,if
113,should be,103,2,should,394,0.26142132,be
3778,thank you for,89,3,thank you,341,0.260997067,for
271,miss you,60,2,miss,230,0.260869565,you
4133,make sure to,12,3,make sure,46,0.260869565,to
4142,to talk about,12,3,to talk,46,0.260869565,about
4846,can make it,6,3,can make,23,0.260869565,it
4983,its on the,6,3,its on,23,0.260869565,the
5002,made it to,6,3,made it,23,0.260869565,to
5003,made my day,6,3,made my,23,0.260869565,day
5089,to learn how,6,3,to learn,23,0.260869565,how
5090,to learn to,6,3,to learn,23,0.260869565,to
80,follow me,128,2,follow,491,0.260692464,me
4650,i remember when,7,3,i remember,27,0.259259259,when
4681,it but i,7,3,it but,27,0.259259259,i
4688,its been a,7,3,its been,27,0.259259259,a
4723,so glad you,7,3,so glad,27,0.259259259,you
4796,you go to,7,3,you go,27,0.259259259,to
5258,thanks for following me,7,4,thanks for following,27,0.259259259,me
3380,enjoyed it,8,2,enjoyed,31,0.258064516,it
4539,used to be,8,3,used to,31,0.258064516,be
3235,wed love,9,2,wed,35,0.257142857,love
5209,i wish i had,10,4,i wish i,39,0.256410256,had
5184,have a great day,13,4,have a great,51,0.254901961,day
5185,have a great weekend,13,4,have a great,51,0.254901961,weekend
3790,cant wait for,47,3,cant wait,185,0.254054054,for
1452,trip to,17,2,trip,67,0.253731343,to
3920,for all the,17,3,for all,67,0.253731343,the
3798,one of my,42,3,one of,166,0.253012048,my
3863,looking for a,23,3,looking for,91,0.252747253,a
103,did you,114,2,did,454,0.251101322,you
3776,going to be,98,3,going to,392,0.25,be
3977,is on the,15,3,is on,60,0.25,the
2451,link to,11,2,link,44,0.25,to
4163,dont get it,11,3,dont get,44,0.25,it
2757,road trip,10,2,road,40,0.25,trip
3746,wishing you,8,2,wishing,32,0.25,you
3749,within the,8,2,within,32,0.25,the
4659,i wonder how,7,3,i wonder,28,0.25,how
4844,can help you,6,3,can help,24,0.25,you
4881,good thing i,6,3,good thing,24,0.25,i
5268,be a good one,6,4,be a good,24,0.25,one
5292,if you have any,6,4,if you have,24,0.25,any
5335,how do you feel,5,4,how do you,20,0.25,feel
5397,who wants to go,5,4,who wants to,20,0.25,go
1196,forget to,19,2,forget,77,0.246753247,to
3824,to have a,32,3,to have,130,0.246153846,a
3861,the first time,24,3,the first,98,0.244897959,time
2534,thoughts on,11,2,thoughts,45,0.244444444,on
629,stay tuned,31,2,stay,127,0.244094488,tuned
4235,for following us,10,3,for following,41,0.243902439,us
4271,off to the,10,3,off to,41,0.243902439,the
3148,sign up,9,2,sign,37,0.243243243,up
4351,if it was,9,3,if it,37,0.243243243,was
5233,i dont know if,8,4,i dont know,33,0.242424242,if
4600,find out what,7,3,find out,29,0.24137931,what
4613,get on the,7,3,get on,29,0.24137931,the
4763,to tell me,7,3,to tell,29,0.24137931,me
1239,starting to,19,2,starting,79,0.240506329,to
1301,less than,18,2,less,75,0.24,than
5032,proud of you,6,3,proud of,25,0.24,you
5109,up at the,6,3,up at,25,0.24,the
3925,mothers day to,17,3,mothers day,71,0.23943662,to
2488,rather be,11,2,rather,46,0.239130435,be
4155,and it was,11,3,and it,46,0.239130435,was
1029,full of,21,2,full,88,0.238636364,of
1079,wrong with,21,2,wrong,88,0.238636364,with
3800,i will be,40,3,i will,168,0.238095238,be
4269,not sure how,10,3,not sure,42,0.238095238,how
5212,one of my favorite,10,4,one of my,42,0.238095238,favorite
5387,time to get back,5,4,time to get,21,0.238095238,back
3899,to all the,19,3,to all,80,0.2375,the
3020,idk why,9,2,idk,38,0.236842105,why
4363,look like a,9,3,look like,38,0.236842105,a
3334,attention to,8,2,attention,34,0.235294118,to
4451,happy to be,8,3,happy to,34,0.235294118,be
4507,on our way,8,3,on our,34,0.235294118,way
4018,miss you too,14,3,miss you,60,0.233333333,too
4576,and now im,7,3,and now,30,0.233333333,im
4717,our new followers,7,3,our new,30,0.233333333,followers
4781,when it comes,7,3,when it,30,0.233333333,comes
1443,till i,17,2,till,73,0.232876712,i
1143,tired of,20,2,tired,86,0.23255814,of
2604,behind the,10,2,behind,43,0.23255814,the
4227,be on the,10,3,be on,43,0.23255814,the
805,thinking of,26,2,thinking,112,0.232142857,of
1988,loves me,13,2,loves,56,0.232142857,me
2017,seems to,13,2,seems,56,0.232142857,to
2078,write a,13,2,write,56,0.232142857,a
4331,great to meet,9,3,great to,39,0.230769231,meet
4409,you could be,9,3,you could,39,0.230769231,be
4922,i havent been,6,3,i havent,26,0.230769231,been
4927,i look like,6,3,i look,26,0.230769231,like
4985,just finished the,6,3,just finished,26,0.230769231,the
5123,we dont have,6,3,we dont,26,0.230769231,have
4160,could be a,11,3,could be,48,0.229166667,a
3350,brand new,8,2,brand,35,0.228571429,new
3351,broke up,8,2,broke,35,0.228571429,up
1982,justin bieber,13,2,justin,57,0.228070175,bieber
1993,matter how,13,2,matter,57,0.228070175,how
2025,spring break,13,2,spring,57,0.228070175,break
579,glad to,33,2,glad,145,0.227586207,to
3885,there is no,20,3,there is,88,0.227272727,no
2725,needed to,10,2,needed,44,0.227272727,to
2850,watched the,10,2,watched,44,0.227272727,the
287,ive been,56,2,ive,248,0.225806452,been
4034,wish i had,14,3,wish i,62,0.225806452,had
2964,followed by,9,2,followed,40,0.225,by
3000,history of,9,2,history,40,0.225,of
2362,bought a,11,2,bought,49,0.224489796,a
896,wont be,24,2,wont,107,0.224299065,be
4046,dont have a,13,3,dont have,58,0.224137931,a
3839,i hope you,27,3,i hope,121,0.223140496,you
3956,to take a,16,3,to take,72,0.222222222,a
4138,talk to me,12,3,talk to,54,0.222222222,me
3604,sense of,8,2,sense,36,0.222222222,of
